product_id,product_number,product_name,product_width,product_length,product_material,product_color,product_weight,product_packaging_weight,product_manufacturer,product_price,product_release_date
334,41d9a6fc-6829-4173-9a6e-d743b3a63a26,"Stock - Chicken, White",28.21,30.82,stone,Yellow,105.5759,,DabZ,745.62,6/25/2006
335,fa0b13af-e29d-4fd9-8893-677e90bd447b,Carbonated Water - Blackcherry,41.77,62.44,marble,Yellow,166.3556,9.39,Thoughtworks,832.65,8/22/2013
336,d677317e-0467-4978-8239-c320562c9a9d,Kippers - Smoked,9.74,37.8,glass,Indigo,137.2267,6.14,Jetwire,503.1,5/21/2006
337,87f68415-e17b-41ff-88f8-de96ec0499a4,"Potatoes - Instant, Mashed",29.88,70.95,plastic,Aquamarine,194.1814,6.41,Podcat,853.08,11/21/2011
338,6fb6dbb9-bc15-41e7-92f0-fe09f367af6c,Rice - Long Grain,55.24,82.66,plastic,Puce,41.3667,5.52,Aibox,802.76,5/25/2002
339,a27e2522-f5ba-40cc-9f75-c6ec9b666815,"Wine - Red, Lurton Merlot De",8.38,32.42,crystal,Pink,196.7668,9.79,Shuffletag,757.31,10/27/2022
340,fc04bb06-a1f6-4ef8-9a92-b5b010a795a3,Bread - Corn Muffaleta Onion,31.18,83.64,sand,Pink,94.7688,6.16,Rooxo,451.74,6/5/2019
341,befcfde6-3abc-4799-b691-fd114079319e,"Juice - Tomato, 48 Oz",3.76,35.47,sand,Yellow,68.6551,8.51,Tanoodle,379.75,7/5/2020
342,1db1a76a-2169-4540-9d65-54105dd65f40,Wine - Beringer Founders Estate,61.59,33.74,wood,Red,192.925,9.85,Oba,210.68,7/22/2013
343,3ce85e4c-07ce-427c-a3f4-9d5dfc2a0c5c,Langers - Ruby Red Grapfruit,16.11,36.01,plastic,Teal,106.7762,5.12,Kare,327.72,3/14/2016
344,81ce2d97-414e-475e-97ff-54007c7ce4c6,Smirnoff Green Apple Twist,72.15,28.2,marble,Turquoise,163.6943,6.15,Skinder,38.32,10/23/2011
345,b8d79296-d259-4429-99f0-049c00cd7699,"Cheese - Brie, Cups 125g",98.82,36.41,fabric,Red,198.5009,5.67,Shuffledrive,197.53,2/2/2015
346,9e6ab173-4500-4a42-8213-bde61cbca20a,Sesame Seed,80.43,61.65,wood,Pink,115.4755,6.62,Quamba,986.97,12/27/2016
347,fb112889-20c4-4d86-ab5b-6d3cd68c9697,Strawberries,24.91,2.75,stone,Purple,167.1708,5.56,Ainyx,988.07,10/29/2006
348,b6ff25e6-1d41-4d27-8480-21e998e9cc79,Energy Drink - Redbull 355ml,19.44,18.93,plastic,Green,103.1858,5.94,Teklist,313.84,6/8/2010
349,a5937864-5238-4e72-9113-056aca386328,Sansho Powder,36.39,56.21,plastic,Maroon,120.3119,9.49,Gabcube,14.68,11/26/2018
350,8b01b3b5-41cf-4eb3-bdf7-86a4faf3f411,Wine - Blue Nun Qualitatswein,57.37,19.99,marble,Pink,97.1478,9.64,Twinte,462.85,12/12/2005
351,17465659-2d40-45a1-9f9f-8dee61bf9ad4,Appetizer - Southwestern,65.4,78.5,metal,Green,187.7186,6.24,Edgeclub,386.64,3/20/2015
352,8a6f4b89-ea39-48b2-adfd-710881eed396,Thyme - Dried,95.36,10.78,wood,Goldenrod,137.1247,8.83,Roodel,183.4,12/16/2001
353,b15b6aa5-9d1b-49e5-b84b-b4f63bbadb76,Sauce - Thousand Island,41.07,16.65,sand,Violet,195.8092,5.85,Zoombox,894.57,6/5/2022
354,53316197-881b-4fe1-8a6f-111945cd5dce,Sprouts - Baby Pea Tendrils,44.34,94.37,wood,Mauv,50.1861,8.48,Thoughtmix,608.18,7/11/2015
355,f1ab7df1-753b-4365-8553-4926dbbce933,"Coconut - Shredded, Unsweet",42.21,17.99,stone,Khaki,18.4753,5.58,Rhynoodle,805.75,2/19/2020
356,7d1421ca-70c4-44d2-bd6e-b7177e76062b,Eel - Smoked,60.03,82.88,wood,Crimson,153.7165,9.68,Chatterpoint,707.17,4/19/2009
357,82fa4aa1-55e2-41cb-a2fb-f52e917cec4a,Pheasants - Whole,38.27,75.87,stone,Mauv,133.4537,5.66,Edgepulse,94.11,9/2/2016
358,1bd1228e-7e94-4859-be90-c8513ec29e7f,"Sauce - Soya, Light",74.27,18.59,glass,Puce,145.8324,,Yotz,392.32,12/10/2017
359,b23f2d20-28cf-4aea-85fa-26054212eae0,Eggplant Oriental,53.52,65.67,stone,Fuscia,87.5815,9.75,Topicware,772.81,1/16/2006
360,3857724c-f162-4657-b060-00ad65791176,"Veal - Inside Round / Top, Lean",25.52,26.62,metal,Violet,98.5458,9.41,Tagtune,838.72,10/6/2010
361,7db89f12-bc7f-4721-a13d-0bbe5c7e79d2,Foil - Round Foil,36.37,70.0,crystal,Blue,34.1251,6.84,Skiba,693.91,1/17/2008
362,8e6886fb-5826-4540-b7bd-30730ce52bab,Coffee Guatemala Dark,83.25,71.15,wood,Blue,78.5231,6.76,Browsezoom,870.09,1/19/2020
363,df3dfe2d-f2e4-47e2-83dc-1687f8620571,Bread - Focaccia Quarter,56.87,93.85,metal,Aquamarine,31.5327,5.67,Skynoodle,961.18,9/2/2013
364,8702f018-038e-46f7-aff5-39022743cef3,Soup - French Onion,11.31,65.96,fabric,Red,69.1332,8.86,Chatterbridge,826.53,7/9/2014
365,16455e69-3472-4d51-bf82-db6d152f31a2,Muffin Mix - Blueberry,18.13,44.95,marble,Fuscia,33.1383,6.93,Wordpedia,940.4,6/21/2011
366,bb48bfa8-71e2-4ec7-aedd-969187164cc3,The Pop Shoppe - Root Beer,8.85,16.08,fabric,Green,65.4511,9.34,Oyoba,824.54,12/23/2010
367,3180f814-9ba3-4e0c-a5f1-d740d44b3a15,Veal - Heart,75.0,76.26,crystal,Maroon,153.1228,9.54,Blogspan,508.68,8/3/2009
368,50836cf3-bf49-4814-9fb2-9e5f1d54bc2a,Skewers - Bamboo,47.76,27.94,marble,Mauv,168.6933,5.55,Eimbee,429.25,10/4/2018
369,e8c3ce3b-cc04-49b1-8d39-e4da8bbbd69d,"Bread - Pita, Mini",57.58,29.44,sand,Yellow,141.3824,7.29,Dazzlesphere,151.94,11/4/2001
370,b9ac8ca4-f1e7-4ce7-bfa2-dba53477103d,Bananas,49.08,93.0,fabric,Green,121.4119,6.26,Zoombox,995.35,4/2/2012
371,4f5384eb-f603-4c60-9e23-69e021c0673f,"Soup - Campbells, Lentil",71.61,13.28,fabric,Crimson,128.6691,9.36,Linklinks,435.23,4/29/2003
372,45d7b79a-5202-4a0f-9b99-92d2f1998d74,Juice - Apple 284ml,88.06,1.86,stone,Green,23.3561,9.76,Skyvu,709.94,4/22/2004
373,1df3688e-fb81-4bd5-b77c-02db2669fa29,Longos - Chicken Caeser Salad,46.91,16.82,stone,Khaki,53.3733,7.16,Flashdog,251.96,1/12/2007
374,0434640c-c501-4ab0-a99a-01b44d5669d6,Tumeric,33.31,86.38,marble,Khaki,76.9729,7.25,Oyondu,960.69,11/12/2013
375,5699bbd0-60dc-41e8-bf8e-c2697b822213,Spinach - Spinach Leaf,70.44,48.21,metal,Violet,125.6706,5.82,Mydeo,91.96,5/31/2003
376,ca202faa-7620-4836-92c7-4a729f31fd2d,Apricots Fresh,7.43,85.14,wood,Mauv,158.4759,7.48,Browsecat,128.55,2/25/2019
377,12399b0f-13ea-4e3e-811c-7e403234ef2e,Steam Pan Full Lid,9.11,58.59,crystal,Yellow,154.5881,7.56,Zoonder,528.43,12/8/2006
378,dcd754ba-f8b8-4268-b343-d2e19a4af330,Wine - Penfolds Koonuga Hill,21.52,66.09,crystal,Mauv,161.4205,6.3,Gabtype,523.49,10/29/2006
379,c7de9cc9-f0f9-458c-aaf5-e755c4dfa376,Sansho Powder,11.52,54.58,crystal,Violet,59.8845,8.24,Bubblemix,641.82,12/17/2009
380,ca7b1547-ff22-4a73-a096-e9d231d8e510,Oil - Grapeseed Oil,34.29,34.34,crystal,Fuscia,176.3662,8.43,Browsebug,312.6,2/20/2015
381,0d3aadc0-ed99-435a-9451-3a35d6fba7e6,Tuna - Sushi Grade,92.48,77.33,glass,Puce,149.3437,5.6,Feedbug,758.9,10/10/2015
382,fffc7aa2-d4b2-4086-a63d-e0bc77b08e24,Longos - Chicken Curried,64.94,88.57,plastic,Red,64.4745,7.76,Linktype,214.8,12/8/2015
383,afb8763d-9827-40ce-a0c2-e24e6d41c87b,Pastry - Key Limepoppy Seed Tea,85.47,19.96,metal,Indigo,51.0543,6.27,Demivee,918.56,4/28/2007
384,ac3ab184-70d8-4a06-ba87-2656491e84bc,Trueblue - Blueberry,47.72,93.76,crystal,Orange,192.339,8.37,Twitternation,706.96,3/20/2020
385,2f1cf5cd-8a6a-49a5-9817-cf53040f09d9,Juice - Orange 1.89l,16.2,22.3,stone,Blue,107.8102,6.64,Babbleopia,207.88,4/8/2018
386,9c38d849-0c8f-4115-a156-61499d805e78,Chinese Foods - Pepper Beef,59.64,72.56,glass,Red,67.2681,9.15,Eayo,821.42,4/16/2022
387,5197758c-823b-465d-8ed0-abad4dc56cb8,Buffalo - Striploin,59.08,53.17,fabric,Fuscia,172.0854,6.51,Dabvine,489.09,8/22/2020
388,d023010c-985f-43dd-b309-5233e12a089d,Wine - Gato Negro Cabernet,13.48,67.04,fabric,Khaki,163.3338,7.22,Vidoo,868.05,11/8/2006
389,f2e28e8d-ef4d-4606-8672-b29dc1e2ccbb,Samosa - Veg,39.25,25.15,fabric,Aquamarine,161.6758,7.76,Flipstorm,5.45,11/30/2000
390,d69a4b62-fc60-4f42-bea3-3d10c7353bdb,Duck - Whole,42.31,60.06,stone,Indigo,184.4029,8.61,Gabvine,617.63,1/11/2017
391,0e8de14b-eaa7-48ac-bc82-732cc9f588b5,"Fish - Scallops, Cold Smoked",38.11,37.34,plastic,Green,86.1525,7.29,Youfeed,677.69,8/16/2003
392,8531a6bd-c75c-40d8-b6b3-6fdfbc714aae,Cheese - Swiss Sliced,92.16,89.44,wood,Pink,142.7186,9.12,Edgeclub,256.8,10/16/2010
393,5da65247-978c-42b8-bfcc-c0df0d3c8769,Cranberry Foccacia,95.06,22.98,wood,Violet,152.4166,9.59,JumpXS,299.17,1/18/2021
394,f828598d-7a19-430a-9721-d0376019c4e0,Bamboo Shoots - Sliced,36.05,11.21,plastic,Pink,82.1456,,Quinu,911.48,7/6/2014
395,07086581-bc48-4265-ab65-beec405c87a1,Lychee,11.02,47.74,sand,Yellow,120.0005,,Katz,524.26,1/7/2015
396,f1efbf70-1280-4c5e-8444-0af7271e8018,Salt And Pepper Mix - Black,58.43,58.03,sand,Mauv,30.8275,5.35,Roombo,333.68,6/25/2015
397,4f0877f5-b235-4421-9623-d9ad4ab24f06,Cheese - Parmesan Grated,52.87,58.0,metal,Teal,167.7675,8.26,Agimba,248.97,6/27/2000
398,0317e227-af10-4e95-85ba-52ae101243c6,Hold Up Tool Storage Rack,50.75,47.07,marble,Maroon,183.0227,8.4,Thoughtblab,837.62,3/22/2015
399,08eac56f-6ef2-4527-8bdb-0b69b7cfb0a9,"Vodka - Lemon, Absolut",91.62,87.66,plastic,Violet,78.4336,8.86,Midel,841.81,5/30/2000
400,68278400-5d71-46ee-b58c-7aeb7ffb6f46,Cream Of Tartar,16.03,91.89,metal,Turquoise,72.1026,9.47,Browsedrive,331.48,4/22/2009
401,90076321-3059-4e0a-a427-e18fb12e19c6,Mussels - Cultivated,77.86,22.29,sand,Red,82.3833,7.96,Linklinks,384.49,12/16/2021
402,857acdc0-8140-43fd-834f-ca03a34862c4,Aspic - Light,68.15,8.35,marble,Blue,179.6506,6.08,Fatz,681.0,5/18/2022
403,1579879b-869d-4219-b1b2-3bceaf8a5500,Milk - Skim,30.69,11.07,plastic,Red,24.2667,6.53,Voonyx,256.78,11/30/2017
404,109a4606-f775-4a56-bb7f-b2d8b58659a8,Nantucket - Pomegranate Pear,85.12,74.91,plastic,Goldenrod,79.0636,9.64,Thoughtbridge,423.22,3/4/2018
405,7ff31686-8f25-4a70-aa98-c87ee02eef43,Shichimi Togarashi Peppeers,34.31,90.12,sand,Puce,90.2852,7.59,Shufflester,671.25,5/23/2007
406,085df81d-d6a0-4eaa-b0cb-227ab37f4fc1,"Cheese - Brie, Triple Creme",38.17,79.84,wood,Maroon,102.9412,5.6,Zoombox,523.87,8/23/2003
407,1e5fdb31-1940-4e0a-8fa6-84bc237f37c9,Sausage - Meat,91.99,39.78,sand,Crimson,124.0734,8.75,Agimba,998.99,2/21/2022
408,578306b7-a24a-4d69-9640-1dbdfe5c5758,Cookie Dough - Oatmeal Rasin,29.43,77.97,stone,Red,104.5963,8.17,Skivee,905.54,5/22/2005
409,dcb4dfe1-4890-4f9d-a2b8-e91589b33b9c,Nantucket - Carrot Orange,54.89,44.77,metal,Yellow,50.062,8.54,Feedmix,526.64,10/16/2011
410,d0a93ce9-bc10-4bb7-b6f9-e63dc6ec111d,Cookie Double Choco,43.77,20.13,stone,Puce,75.0165,9.78,Twitterworks,979.55,10/1/2010
411,b1246b69-44ea-4ba1-92a5-a01bb5d95ee0,Oil - Macadamia,52.8,34.94,plastic,Maroon,186.7359,9.6,Tagchat,491.93,4/21/2021
412,4b5c184a-92c9-4a14-be5b-a8b2784cd025,Green Scrubbie Pad H.duty,34.72,90.05,crystal,Purple,47.0207,9.37,Demimbu,896.85,2/24/2012
413,3f371ce2-ddac-4c87-80c3-8e0ae22a30e8,Potatoes - Yukon Gold 5 Oz,10.31,70.26,sand,Indigo,71.1743,9.94,Skalith,451.3,10/1/2018
414,930391d3-e124-406d-9fd3-c551157ba6c4,"Basil - Primerba, Paste",84.65,86.84,plastic,Red,128.1608,7.95,Eadel,77.7,11/2/2001
415,e950cd7c-2b30-469d-9037-f266b07ef617,Nantuket Peach Orange,41.55,31.83,crystal,Khaki,188.7977,7.13,Ntags,381.86,4/30/2010
416,c9aac0c3-e95d-444e-bdbd-10a558c65362,"Oranges - Navel, 72",54.64,7.77,marble,Maroon,31.2819,9.68,Topiclounge,819.05,7/7/2003
417,7f89a781-6b34-4a58-a864-be3ee05f82b0,Beer - Molson Excel,93.14,58.26,metal,Fuscia,19.5408,5.02,Wordware,921.87,10/25/2009
418,aa905eee-8fc6-4fc1-a261-1cdf7b69ff0c,"Gingerale - Schweppes, 355 Ml",78.72,52.38,marble,Maroon,83.4641,5.64,Yata,676.07,4/8/2000
419,cc0225e7-71f1-4e3a-94fe-dabb02201302,Cabbage - Savoy,26.62,97.03,wood,Indigo,35.3627,9.14,Eamia,282.27,11/28/2001
420,e9849429-c853-4fab-9f2c-a2b6f2c40633,Longos - Penne With Pesto,54.65,34.6,sand,Blue,43.7824,8.08,Flipstorm,854.45,3/7/2018
421,6a5bde78-c7b4-4cb8-9e88-44c1029eada8,Greens Mustard,74.73,63.82,marble,Khaki,122.4522,9.42,Skynoodle,83.85,7/15/2007
422,1a301b23-5b4d-4b79-9774-147d118fdd72,Wine - Alsace Gewurztraminer,36.95,32.11,metal,Puce,24.4582,6.86,Divanoodle,727.15,11/6/2014
423,d7127d62-0707-4ff1-8536-2feeda279fec,"Vermouth - Sweet, Cinzano",44.66,3.18,glass,Indigo,89.6032,7.71,Meezzy,837.15,9/24/2001
424,2d72c703-cdab-4ce9-b916-c12e0e68b288,Dish Towel,12.16,8.14,stone,Green,167.2159,6.22,Latz,927.27,11/15/2018
425,083cf610-d3f7-4b35-928f-d915f8314da7,Pastry - Chocolate Chip Muffin,77.09,84.74,sand,Green,77.7868,7.45,Demimbu,670.81,9/13/2006
426,4a2f391c-f218-4146-bef3-00643a30cddc,"Beef - Cooked, Corned",11.69,78.15,sand,Yellow,193.139,6.79,Jatri,86.54,11/16/2018
427,92f919c7-8786-47e3-80f0-e181c76dd56e,White Fish - Filets,64.72,17.66,wood,Orange,80.4979,5.31,Tagchat,538.31,2/5/2016
428,dcfe84f9-1047-431d-93d7-aa8ae1e06cc2,Wine - Pinot Grigio Collavini,27.2,7.32,stone,Teal,65.2671,,Dynabox,107.74,3/10/2017
429,3b7cdee7-938f-4838-8a95-9525ac5eecad,Wine - Two Oceans Sauvignon,40.76,68.57,wood,Crimson,181.4179,9.81,Thoughtmix,790.87,6/15/2004
430,0dba9e90-9b71-4011-8ce7-2e9658d5eb20,Rice - Brown,57.39,37.73,fabric,Khaki,130.4388,6.58,Voolith,332.05,1/19/2011
431,fac97f51-b6b4-4065-b76c-0721db485931,"Lamb - Whole, Fresh",38.83,10.05,sand,Aquamarine,134.5906,7.57,Camimbo,921.74,3/7/2012
432,fd78c5b7-b7fc-4513-af9a-62ab3a5774be,Ham - Proscuitto,66.67,97.68,plastic,Mauv,195.8082,6.78,Yata,689.75,12/25/2012
433,005ec93f-c505-4394-90b6-938025fb55de,Rice Wine - Aji Mirin,73.11,79.31,marble,Goldenrod,189.8434,8.12,Zoomdog,906.31,5/15/2003
434,5c9a82da-e293-4237-9d34-82f719eaa9a5,Cheese - Augre Des Champs,13.75,19.09,marble,Khaki,138.3686,9.37,Browsetype,233.61,5/8/2004
435,53f915da-1544-43f2-8a07-b9f964aa3222,Vinegar - Balsamic,87.3,3.72,fabric,Yellow,14.0924,7.23,Cogibox,152.41,10/1/2019
436,3b021661-9bc7-453a-a863-7ba0eea09827,Scallops - In Shell,71.51,64.26,fabric,Red,171.3574,8.03,Jaxworks,21.07,1/31/2015
437,d7b63edb-bc4f-43d6-ad7f-0dd9ae8a1507,Nut - Macadamia,62.32,38.26,fabric,Green,101.7041,8.6,Meevee,294.69,1/23/2005
438,9c7eb491-bbb7-4800-a647-bc55c0260993,Mace Ground,73.68,93.83,fabric,Puce,88.4357,8.29,Cogibox,281.83,9/25/2000
439,9e3c1646-348e-4e87-9ad5-2e0723178827,Sobe - Cranberry Grapefruit,45.89,64.16,glass,Blue,75.019,6.38,Zoombeat,718.75,10/2/2019
440,d103cf8a-8c4c-43a9-af1e-fdd752d862bb,Filling - Mince Meat,32.56,7.51,stone,Teal,130.0868,6.27,Zazio,855.03,12/13/2016
441,3561505e-cb45-4091-bd55-d0b02b325772,Pie Pecan,94.53,50.12,crystal,Puce,74.9109,8.64,Twitterbeat,277.95,8/17/2010
442,8c06e9fd-ea64-4fea-8b5a-7c34fdcf27cf,Spinach - Packaged,12.72,35.27,glass,Purple,26.8334,5.51,Quinu,716.02,4/11/2000
443,bf717e56-f9ce-4318-aa3d-5016d85d3b00,Sage Ground Wiberg,71.39,20.8,sand,Fuscia,161.8321,7.29,Eimbee,868.76,8/24/2018
444,4909e84b-ef26-4076-b10d-94c470a6d090,Wine - Dubouef Macon - Villages,70.48,17.5,glass,Orange,93.2516,9.47,Aimbo,629.23,5/19/2017
445,799d8ab8-9e2d-4f9e-81b5-6104c6210218,Pate Pans Yellow,99.27,4.51,plastic,Mauv,41.8943,7.19,Gigabox,726.6,12/24/2013
446,78264dc7-f4ea-4b3b-9e00-fc81fe3c843e,Bread - Focaccia Quarter,82.02,89.47,sand,Yellow,62.0253,7.59,Realfire,793.66,6/1/2020
447,0582abef-9be1-460a-affe-5e1d786c7397,Cheese - Roquefort Pappillon,96.06,92.43,glass,Pink,186.1482,8.78,Voonder,872.88,7/25/2013
448,3a7ba696-3078-448e-9914-0509ae4d3d13,Wine - Chateau Bonnet,46.0,61.68,crystal,Pink,151.282,6.23,Eare,7.97,6/30/2011
449,16e721ed-94b4-4f1d-a395-088cd88dc5f9,Muffin Mix - Carrot,12.1,92.19,glass,Mauv,44.8104,7.0,Mita,287.17,1/17/2009
450,3779b54d-8e7b-4d1b-a7de-5d9398563fbe,White Fish - Filets,30.31,98.54,metal,Aquamarine,18.9027,6.64,Aibox,757.29,4/22/2019
451,fa3a1aeb-1840-43b2-9b04-3bfff2a75714,Wine - Malbec Trapiche Reserve,42.66,71.87,plastic,Red,193.6189,8.73,Aivee,332.24,4/15/2016
452,dab005bb-6cba-4504-835a-61302c1273b6,Eel - Smoked,70.75,86.1,sand,Goldenrod,90.5771,9.62,Skinix,187.65,11/2/2007
453,f39fcf2d-e8d8-4956-9721-d539006eea5f,Wine - Placido Pinot Grigo,93.49,7.78,sand,Indigo,157.7346,6.56,Jamia,37.53,11/17/2020
454,bda4e2e0-d3d5-41c4-bef4-165c8f95fc6b,Flour - Masa De Harina Mexican,38.65,16.8,marble,Pink,183.2515,7.23,Cogilith,70.02,5/28/2016
455,8f5dce15-8e58-45e8-a82c-3e975a583557,Appetizer - Veg Assortment,39.13,27.01,glass,Teal,20.4612,7.95,Avamm,773.68,5/9/2011
456,753e0689-0e30-4234-9d0c-dd3ad2c9537d,Ice Cream Bar - Rolo Cone,89.83,89.4,crystal,Crimson,24.876,9.09,Youopia,474.45,4/3/2017
457,4d465c83-c78f-492c-915e-81f8b9f69c53,Calvados - Boulard,1.89,47.89,metal,Khaki,159.2618,9.94,Kare,975.49,3/22/2019
458,3293edb1-8721-4199-a893-8a00247ccf7b,Flour - Strong,52.36,83.76,marble,Pink,58.203,8.91,Quaxo,119.37,3/12/2011
459,c909f509-1f00-4047-b1a2-c5a50d540b03,Lobak,21.13,20.69,marble,Blue,19.5772,,Avamm,119.78,12/8/2002
460,faba2c9e-7f31-4b44-b3fc-6f4a2b428cfd,Lettuce - Red Leaf,62.6,94.39,glass,Maroon,174.3749,9.57,Wikibox,465.05,4/25/2008
461,d5bf4057-6899-4985-b2b4-641cba0273a1,"Lamb - Whole, Frozen",97.12,67.53,sand,Maroon,51.3564,7.2,Oyonder,699.56,6/6/2020
462,25a28b3f-3642-4ee8-bbee-444d81631000,Chips - Potato Jalapeno,60.54,91.98,metal,Maroon,167.842,8.3,Jamia,720.78,10/8/2005
463,7b708780-d338-4e8b-9000-0297ae40f85b,Beer - Blue,36.7,1.52,plastic,Mauv,112.1369,9.28,Eadel,14.72,11/5/2010
464,ecf36eca-4bd8-4eca-9157-cedf9045a8d2,Puff Pastry - Slab,44.79,79.09,sand,Purple,173.3689,7.37,Blogpad,59.3,12/10/2000
465,c434bb80-5594-4f74-8ae3-d60c1dec54c2,"Halibut - Whole, Fresh",81.71,8.0,crystal,Blue,135.1188,,Devpoint,65.74,9/20/2015
466,0d1df4f4-828a-46f6-b950-1105f7d2e852,Dried Peach,67.75,25.59,marble,Orange,90.9544,5.88,Voomm,757.21,5/14/2000
467,2d80445f-2542-4445-a352-913a2fd3c9a0,"Tuna - Canned, Flaked, Light",74.19,92.37,fabric,Puce,149.518,5.49,Edgeclub,990.91,3/6/2015
468,21b9b73b-8911-4cbe-a167-de215650b0b2,Egg Patty Fried,5.52,27.76,sand,Yellow,80.2012,8.64,Zoomzone,167.02,2/16/2003
469,f4a29d99-d8ab-40b6-bda3-63a07868bd3a,"Pepper - Paprika, Spanish",18.11,45.58,stone,Pink,193.5607,9.23,Realfire,293.51,8/1/2008
470,a665b6c2-57f9-4323-a15e-e21e310cf77b,Nescafe - Frothy French Vanilla,76.95,30.0,crystal,Crimson,15.4137,8.02,Skippad,853.12,1/23/2011
471,65820f56-5952-4291-b6b3-30f2afbb0c27,Bag Clear 10 Lb,42.92,45.38,sand,Puce,85.7726,5.69,Jabbertype,39.4,1/18/2003
472,a4825c73-343d-45ab-909b-50f2dc24c7b4,Chinese Foods - Chicken Wing,50.44,29.47,fabric,Pink,35.1235,8.0,Browsezoom,659.94,10/7/2000
473,69fc14c6-515d-456d-a12e-af8cda6814a5,Cheese - Cheddar With Claret,27.79,55.13,glass,Puce,93.126,5.18,Jabbertype,498.0,9/18/2003
474,3c6ef94c-bc29-4ec0-9558-88765b9365b3,Chevril,38.96,59.88,metal,Aquamarine,76.6298,7.72,Photospace,354.5,9/5/2012
475,c8374b62-c460-42e5-a65e-592c739a5fcd,Longos - Greek Salad,97.42,37.19,glass,Turquoise,97.6749,7.17,Thoughtstorm,984.12,12/24/2013
476,f55dc76d-cbb4-4b1e-9bf1-e4d9db8a51f2,Buffalo - Tenderloin,49.91,44.93,wood,Purple,55.9834,8.11,Blognation,578.24,4/7/2001
477,9d5e0b72-2233-4aa5-a865-c91024a89c66,Puree - Kiwi,77.6,62.3,metal,Maroon,83.8247,7.71,Tambee,802.17,7/2/2012
478,881246c2-d0a4-4b30-83e9-6da38c67f071,Muffin Mix - Blueberry,37.1,93.52,glass,Violet,69.9498,5.46,Photobean,992.8,5/20/2020
479,b9f76d73-1f0a-43ff-802e-7016075c14eb,"Wine - White, Pelee Island",55.37,32.87,wood,Aquamarine,37.7676,8.21,Midel,608.69,3/28/2016
480,18ce1082-6356-4e73-912e-2d5d211b9afb,Bay Leaf,1.91,1.98,metal,Khaki,96.2177,8.96,Babbleblab,431.4,9/12/2005
481,a62c14cf-4e36-471b-af31-15c0f823813b,Sea Urchin,9.81,88.53,sand,Green,99.7686,6.51,Realfire,689.24,1/27/2013
482,dbf2d2a6-431d-47fd-8982-20c417baa7fa,Cleaner - Bleach,40.12,68.08,stone,Yellow,38.1892,6.4,Skinder,424.01,7/29/2007
483,2cc33595-da58-4e57-b5e6-b1b5f700b724,Veal - Ground,8.44,43.16,sand,Goldenrod,146.687,8.02,Zoomlounge,488.59,8/5/2020
484,0e0c869e-87af-4414-92a0-6ea938343c9a,Water Chestnut - Canned,16.94,16.44,stone,Yellow,124.88,8.88,Oyoba,280.24,1/3/2020
485,40870925-24af-4ee8-9fb5-94939021c8c6,Curry Powder Madras,85.96,93.56,glass,Orange,96.8122,7.22,Gigazoom,636.23,6/28/2014
486,300c98b6-ff38-4478-a980-8a74910f8ba2,Turkey - Ground. Lean,53.19,20.31,metal,Maroon,141.1785,7.69,Quamba,14.82,3/21/2009
487,a743c0aa-5aa9-4fc3-a1f2-38a9c24a8a5a,"Lettuce - Romaine, Heart",51.16,16.75,marble,Green,133.0214,9.44,Eazzy,721.81,5/16/2003
488,63b87dcd-e517-45c6-8ea8-6ffd15735774,Sauce - Hoisin,84.86,81.87,plastic,Goldenrod,189.0464,8.83,Devshare,599.85,10/13/2010
489,4703075c-d3c1-4da5-87d9-985b6c42c8e9,"Wine - Red, Antinori Santa",23.27,56.23,metal,Crimson,145.5326,6.2,Jaxbean,103.11,2/4/2001
490,29216ca1-9d74-40ac-af23-bb97ca237a65,"Wine - Magnotta - Red, Baco",17.33,25.15,marble,Aquamarine,24.1618,6.92,Meeveo,531.56,12/15/2013
491,15f82a94-2fe2-42bb-ae36-cc08ee359a58,Beef - Prime Rib Aaa,23.48,75.96,crystal,Maroon,53.1401,7.92,Linktype,160.95,11/9/2006
492,8f0448d9-efe3-455d-ae19-0bd980c7bebd,Bowl 12 Oz - Showcase 92012,38.56,88.06,glass,Yellow,91.5546,9.6,Cogibox,643.5,11/2/2017
493,f4ad4616-0998-4d19-8bad-bcbc89c04adb,Cookies - Englishbay Chochip,90.83,15.56,stone,Purple,199.0927,6.57,Jaxbean,339.24,11/9/2004
494,5f8c6e6f-432e-4f91-889f-1865c231d937,Soupcontfoam16oz 116con,79.72,35.6,metal,Aquamarine,195.9018,7.6,Thoughtmix,898.78,11/14/2020
495,9df673c1-87a5-4a2f-bbbd-fdaaac4f5159,Mint - Fresh,90.75,66.27,plastic,Goldenrod,137.9372,5.74,Kanoodle,88.0,11/10/2022
496,300c2dbb-d4d6-4f78-86e6-c9b36e09c8d0,Soy Protein,91.22,21.55,plastic,Puce,54.1922,7.73,Npath,767.41,11/20/2022
497,ccdf2d7d-513e-4839-a5d8-e196621ea803,Banana - Green,52.27,86.32,fabric,Purple,120.0299,5.17,Jetwire,722.39,3/20/2010
498,e60099a3-64d4-4e33-a78f-23764694aa8f,Soap - Hand Soap,45.24,11.82,glass,Blue,138.2761,6.65,Meevee,856.07,2/26/2007
499,fe2ee0b0-1d5b-4ff3-b085-665aa61f4b1a,Pepper - Pablano,90.19,7.98,metal,Violet,124.9628,9.33,Tazzy,183.4,11/5/2021
